,pokedex_number,attack,defense,hp,sp_attack,sp_defense,speed,base_total,capture_rate,classfication,experience_growth,height_m,type1,type2,weight_kg,generation,name,PC1,PC2,Cluster,Cluster Name
766,788,75,115,70,95,130,85,570,3,277,1250000,1.3,17,4,21.2,7,Tapu Fini,2.5354792816507414,0.20920591869225477,2,Fully Evolved
767,789,29,31,43,29,31,37,200,45,342,1250000,0.2,14,14,0.1,7,Cosmog,-2.98829895498905,-0.6367050771186162,1,Baby
768,790,29,131,43,29,131,37,400,45,385,1250000,0.1,14,14,999.9,7,Cosmoem,2.2125914234477526,-2.964599702810288,0,Legendary
769,791,137,107,137,113,89,97,680,45,493,1250000,3.4,14,16,230.0,7,Solgaleo,4.883615661203745,-1.098087799297448,0,Legendary
770,792,113,89,137,137,107,97,680,45,330,1250000,4.0,14,8,120.0,7,Lunala,4.838904530112774,0.20807369579080018,0,Legendary
771,793,53,47,109,127,131,103,570,45,357,1250000,1.2,15,13,55.5,7,Nihilego,2.4151232079593696,-0.15016649872744436,2,Fully Evolved
772,794,139,139,107,53,53,79,570,25,497,1250000,2.4,0,5,333.6,7,Buzzwole,3.373949255011322,1.2437970477364622,0,Legendary
773,795,137,37,71,137,37,151,570,255,291,1250000,1.8,0,5,25.0,7,Pheromosa,1.2554149674650052,3.5853129493842104,2,Fully Evolved
774,796,89,71,83,173,71,83,570,30,210,1250000,3.8,3,3,100.0,7,Xurkitree,3.233213451441256,2.3774512774723062,0,Legendary
775,797,101,103,97,107,101,61,570,25,279,1250000,9.2,16,7,999.9,7,Celesteela,7.134593836012665,-1.879970479842362,0,Legendary
776,798,181,131,59,59,31,109,570,255,145,1250000,0.3,9,16,0.1,7,Kartana,0.8962332060100155,0.2199234043364637,2,Fully Evolved
777,799,101,53,223,97,53,43,570,15,266,1250000,5.5,1,2,888.0,7,Guzzlord,5.993213561819144,0.8605140107299379,0,Legendary
778,800,107,101,97,127,89,79,600,3,384,1250000,2.4,14,14,230.0,7,Necrozma,3.7362161504183544,-0.804273074286176,0,Legendary
779,801,95,115,80,130,115,65,600,3,13,1250000,1.0,16,4,80.5,7,Magearna,3.1036662707067624,0.4435277898085676,2,Fully Evolved
